atmospheric density,dyn. pressure,mach,G force,alt(sea),met,vert. speed,ground speed,air speed,intake flow,angle of attack(total),apoapsis alt.,apoapsis time,periapsis alt.,periapsis time,Liquid Fuel,Oxidizer,open cycle thrust,closed cycle thrust
2.9031530175416265e-06,6.511201858520508,7.181516170501709,0.006556518375873566,67615.2379114884,4600.330618014443,-267.19563407805515,2113.555992561419,2113.5966796875,0.0,-34.09914016723633,149412.3744903527,1330.976667887163,-6356.287664847332,411.00125919988204,236.29066467285156,0.0,0.0,0.0
8.406334927713033e-06,18.880352020263672,7.144827365875244,0.017885083332657814,65802.26206539513,4607.07061802072,-267.44113058812655,2119.4150681282367,2119.41845703125,0.0,-33.99579048156738,148838.15470779012,1324.8635732498728,-6751.530219899956,405.9176672043204,236.29066467285156,0.0,0.0,0.0
1.1209323929506354e-05,25.227882385253906,7.136579990386963,0.023637821897864342,65058.52073955338,4609.850618023309,-267.4858293146588,2121.6075538349946,2121.610595703125,0.0,-33.78657913208008,148427.58021089376,1322.3457222721167,-7030.9894650535425,404.1084390803114,236.29066467285156,0.0,0.0,0.0
1.4326675227493979e-05,32.306453704833984,7.133267402648926,0.029576454311609268,64303.99722657609,4612.690618025954,-267.49919901020905,2123.6665878414256,2123.66943359375,0.0,-32.40614700317383,147891.2179045129,1319.8677055282321,-7393.405594353448,402.55314006539265,236.29066467285156,0.0,0.0,0.0
1.743713437463157e-05,39.38663864135742,7.135786533355713,0.03410613536834717,63602.97250129236,4615.290618028375,-267.5017586678114,2125.4522186614986,2125.454833984375,0.0,-29.418617248535156,147303.78212182107,1317.6240311691217,-7794.758389005088,401.3242337341485,236.29066467285156,0.0,0.0,0.0
2.0372723156469874e-05,46.082275390625,7.144078731536865,0.03866369649767876,62976.854886454064,4617.650618030573,-267.5052386594252,2126.9481227919923,2126.95068359375,0.0,-29.741785049438477,146712.04239201127,1315.6655671564217,-8205.4942115288,400.3942020566749,236.29066467285156,0.0,0.0,0.0
2.332438998564612e-05,52.825321197509766,7.156207084655762,0.04361211135983467,62372.15068472049,4619.890618032659,-267.49341509145285,2128.2881949163666,2128.29052734375,0.0,-31.232421875,146065.03842418012,1313.8226352357096,-8651.96372592554,399.67261751145224,236.29066467285156,0.0,0.0,0.0
2.6618332412908785e-05,60.35793685913086,7.171421051025391,0.04897918552160263,61740.752968982095,4622.250618034857,-267.4500894354318,2129.567051970633,2129.5693359375,0.0,-30.13603401184082,145299.10447772557,1311.9545760198575,-9170.964027670096,399.1216612646383,236.29066467285156,0.0,0.0,0.0
3.1120092899072915e-05,70.65673065185547,7.190462112426758,0.055317364633083344,60986.448736262624,4625.070618037484,-267.3838214622308,2130.9384947065987,2130.9404296875,0.0,-27.693044662475586,144274.3971662945,1309.795394963553,-9866.867074510781,398.7251749279851,236.29066467285156,0.0,0.0,0.0
3.621451469371095e-05,82.31636047363281,7.207124710083008,0.058984674513339996,60248.32696728269,4627.830618040054,-267.3709446552695,2132.1430958631317,2132.14501953125,0.0,-20.945993423461914,143194.02173523698,1307.7446371514534,-10633.457631247002,398.5652937082193,236.29066467285156,0.0,0.0,0.0
